,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
0,38,1,2.0,High School,Single,$60K - $80K,Blue,39,6.0,1.0,3.0,1740.7449494921693,625.738339727699,11904.98661911509,1.3403333333333354,-411.86589289850417,42,1.6133333333333337,0.061,1
1,56,0,5.0,Graduate,Single,Less than $40K,Blue,44,6.0,1.0,3.0,1321.5670104641395,1235.434792996514,5408.331578434511,1.3793333333333353,7238.867510581624,33,3.4046666666666705,0.105,1
2,51,1,3.0,Graduate,Married,$80K - $120K,Blue,36,4.0,2.0,1.0,1786.0052178366122,494.7319623114038,-994.9643886366594,2.888666666666667,-300.4762766201875,25,3.0513333333333366,0.0,1
3,44,0,4.0,High School,Married,Less than $40K,Blue,34,3.0,3.0,1.0,-34.95353702860848,373.8695971189401,-3040.398025098304,1.387000000000002,4707.881203036242,25,2.3493333333333353,0.76,1
4,36,1,3.0,Uneducated,Married,$60K - $80K,Blue,21,5.0,2.0,1.0,1831.9199935405932,409.9226300201269,597.802099257814,1.8860000000000015,8783.759100171,28,2.633333333333336,0.0,1
5,40,1,2.0,Graduate,Married,$40K - $60K,Blue,36,4.0,1.0,3.0,812.9378709150733,317.1689545009989,-1058.9295779747063,1.3703333333333352,7365.468501332353,25,0.8416666666666659,0.311,1
6,44,1,4.0,Unknown,Married,$120K +,Gold,46,6.0,1.0,3.0,1547.024097484099,1317.116196881473,41778.21144622915,1.9570000000000012,2536.296536754665,31,0.7433333333333323,0.066,1
7,28,1,1.0,High School,Divorced,$60K - $80K,Silver,27,2.0,2.0,3.0,1849.759547190638,908.7661000689621,34885.08748639629,2.2333333333333343,-442.2411522721259,36,0.6746666666666656,0.048,1
8,36,1,3.0,Uneducated,Single,$60K - $80K,Blue,36,5.0,1.0,0.0,753.3095184212871,1978.5276587660182,24680.187188481337,2.668333333333334,5559.6338031463065,25,1.1793333333333331,0.113,1
9,42,1,3.0,Graduate,Married,$80K - $120K,Blue,36,5.0,3.0,3.0,720.3675857936178,489.2002097718781,9924.366236713904,1.5106666666666686,3801.5505624181806,32,0.8676666666666659,0.14400000000000002,1
